3|MEHARI_SecurityPremises|||||||
03A|General Maintenance|||||||
03A01|Quality of energy supply|||||||
03A01-01|Does the energy supply conform to the maximum load levels specified by installed equipment suppliers and with a sufficient margin?|2|||E2|11.2.2|9.2.2|
03A01-02|Is there an electricity regulation system which includes at least an uninterruptible power supply for the most sensitive equipment?|4|||E2|11.2.2|9.2.2|
03A01-03|Are there backup batteries (supplying one or more uninterruptible power supplies) guaranteeing sufficient autonomy that equipment shuts down safely and properly?|2|||E2|11.2.2|9.2.2|
03A01-04|Is the energy supply system fitted with a control system which signals to the intervention team any partial or complete failure of equipment (disconnection of batteries, insufficient charge, uninterruptible supply system shutdown etc.)?|2|3||R1|||
03A01-05|Are energy regulation systems checked frequently (battery capacities in particular) in comparison to system requirements (autonomy needed to ensure a proper shutdown)?|2||3|C2|||
03A01-06|Is the regular replacement of intermediate batteries effected in accordance to the manufacturers' specifications?|2|2||E2|||
03A02|Continuity of energy supply|||||||
03A02-01|Has a documented policy been established relative to the requirements about power supply continuity (and all fluids in general)?|1|2||E1|11.2.2|9.2.2|
03A02-02|Is there a backup energy supply capable of guaranteeing service continuity of critical equipment (making use a generator and sufficient independent supply of fuel or independent energy feed)?|4||2|E1|11.2.2|9.2.2|
03A02-03|Is the backup system tested regularly in order to define the appropriate load required (retaining only critical equipment load levels)?|4|||C1|||
03A02-04|Is the start-up routine for the backup system tested regularly and its compatibility with the requirements of service continuity (tests include system run-down and eventual reconfiguration needed)?|4|2||E2|||
03A02-05|Is the backup energy supply system equipped with an alarm which signals to the intervention team any partial unavailability or failure of equipment (failure of the backup system, low fuel, shutdown of detection or switching system etc.)? |2|3||R1|||
03A03|Air conditioning security|||||||
03A03-01|Is there an air conditioning system which regulates air quality (temperature, pressure, water content, dust) corresponding to the specifications of builders of installed equipment?|4|||E2|11.2.2|9.2.2|
03A03-02|Is the air conditioning system regularly tested to ensure that it will continue to function even in the worst climatic conditions possible?|4|||C1|||
03A03-03|Will the air conditioning system continue to function within the specifications despite a simple component failure (sufficient equipment redundancy, backup air conditioning system etc.)?|2|||E3|11.2.2|9.2.2|
03A03-04|Is the capacity of the air conditioning system tested regularly in spite of a simple equipment failure and under the worst possible climatic conditions?|1|3||C2|||
03A03-05|Is there a redundancy system for the most critical air conditioning equipments? |4|||E2|||
03A03-06|Is the accidental or deliberately caused failure (shutdown) of the air conditioning system detected and signaled to an intervention team able to react swiftly?|2|2||R1|||
03A03-07|Is the security of the air-conditioning system (detection of failure, shutdown, intervention procedures) subject to a regular audit?|2|3||C1|||
03A04|Quality of cabling|||||||
03A04-01|Is a file maintained detailing all cable paths and bays (with a backup copy) and associated cabling cabinets and their characteristics?|4|||E1|11.2.3|9.2.3|
03A04-02|Are the cables individually labeled at each end?|2|||E2|11.2.3|9.2.3|
03A04-03|Is cabling protected from accident risk (protected conduit ends)?|4|||E2|11.2.3|9.2.3|
03A04-04|Are high and low voltage circuits properly separated?|2|||E1|11.2.3|9.2.3|
03A04-05|Is cabling quality and protection checked regularly?|2|3||C1|||
03A04-06|Is the update of the cabling map regularly audited?|2|2||C1|||
03A05|Lightning protection|||||||
03A05-01|Is the building protected by a lightning arrester?|4|||E1|||
03A05-02|Are electrical circuits and cabling protected against surges and against lightning by specialized equipment?|4|||E1|||
03A05-03|Is circuit protection equipment checked regularly?|2|3||C1|||
03A06|Dependability of service equipment |||||||
03A06-01|Is there a complete and accurate list of all the service equipment required by the IT and communications systems (cold water, air, specific supplies, etc)?|4|||E2||9.2.2|
03A06-02|"Is each equipment covered by a maintenance contract tailored to the requirements of the expected service? 
"|4|||C1|||
03A06-03|For the most critical services, is there system redundancy or a rapid replacement capability? |4|||E2|||
03A06-04|Are all outages, whether unplanned (breakdown) or planned (stoppage), of service equipment detected and flagged to an intervention team for rapid reaction? |2|2||R1|||
03A06-05|Is the dependability of service equipment (detection of breakdown or outage, intervention procedures, etc) audited regularly? |2|3||C1|||
03B|Control of access to sensitive locations (other than office zones)|||||||
03B01|Access rights management to sensitive locations|||||||
03B01-01|"Are permanent or semi permanent (for a specific length of time) access rights to sensitive locations defined in relation to standard profiles accounting for the function and status of staff?
These profiles should consider technical, telecom, general maintenance or security staff, fire brigade, service providers, students or visitors, etc."|4|2|2|E1|11.1.2|9.1.2|
03B01-02|Have an inventory and a classification of all the types of sensitive locations been taken?|4|||E2|||
03B01-03|Has, for each sensitive location or type of location, a manager been named to maintain up-to-date security access rights attributed to each category of personnel and has each of the managers taken up their post?|4|||E1|||
03B01-04|Do these persons in charge actually assuming this function and do they provide reports to the CISO about it?|4|2||E2|||
03B01-05|Do the profiles also allow definition of working time limits (daily hours and periods in the working calendar, weekends, holidays etc.)?|4|||E2|||
03B01-06|Are these rights and profiles as defined above protected against alteration or falsification during their storage or when transferred between decision makers and the personnel in charge of implementing the rights?|1|3||R1|||
03B01-07|Is there a regular audit or inspection, at least once a year, of all rights given to the various categories of personnel and of the management processes for these rights as well?|1|3||C1|11.1.2|9.1.2|
03B02|Management of access authorizations granted to sensitive locations|||||||
