6|MEHARI_NetworkOperations|||||||
06A|Security of operations procedures |||||||
06A01|Security in the relationship with operational personnel (employees, suppliers or service providers)|||||||
06A01-01|Is there a security policy specifically aimed at operational network personnel covering all the aspects of information security (confidentiality of information, service and information availability, integrity of information and configurations, trace ability, etc. )?  |4|1||E1|||
06A01-02|Is operational network personnel required to sign contract clauses of adherence to that security policy (no matter their status: permanent or temporary staff, students, etc.)?|4|||E2|||
06A01-03|Do these clauses make clear that the obligation to respect security applies to all information no matter what the medium is (paper, magnetic, optical, etc.)?|2|2||E3|||
06A01-04|"Do these clauses make clear, if necessary and legally possible, that the obligation to respect the security policy applies without limitation in time? 
This applies, in particular, to the clauses concerning confidentiality, they may (and often must) continue after the end of the contract linking (directly or indirectly) the employee or  service provider or partner to the company"|4|2||E3|||
06A01-05|Do these clauses make clear that the personnel has an obligation not to tolerate any action contrary to security from other people?|4|3||E3|||
06A01-06|"Does the signature of these clauses represent a formal commitment?
In order to achieve a formal commitment, the personnel should explicitly state that his/her signature implies having understood and accepted the security policy"|4|3||E2|||
06A01-07|"Are these same clauses obligatory for contractors working on network operations?
Practically, the contractors should ensure that their personnel sign individually and explicitly under the same conditions than internal staff."|4|2||E2|||
06A01-08|Is there a mandatory and well adapted training course aimed at network operations personnel?|2|||E2|||
06A01-09|Are the confidentiality agreements, signed by personnel, securely kept (at least in a locked cupboard )?  |2|3||R1|||
06A01-10|Are the confidentiality agreements, signed by external contractors, securely kept (at least in a locked cupboard )?  |2|3||R1|||
06A01-11|Is there a regular audit, at least once a year, of the effective application of the signature procedure by  operational personnel (directly employed by the company or indirectly through a service company)?|2|3||C1|||
06A02|Control of the implementation or upgrade of software or hardware |||||||
06A02-01|Is there a control procedure for change decisions, equipment and system evolutions (registration, planning, formal approbation, communication to all concerned individuals, etc.)?|2|2||E1|12.1.2|10.1.2|
06A02-02|Are the change decisions based on an analysis of the capacity of the new equipment and systems in ensuring the required load taking into account the evolution of foreseeable requests?|2|||E2|12.1.3|10.3.1|
06A02-03|Do the installations take into account physical protection (protected access, no direct external view to equipments, absence of physical threats, climate conditions, protection against thunderbolts, protection against dust, etc.)?|2|||E2|11.2.1|9.2.1|
06A02-04|Is there a definite review, involving Information Security Office personnel, of the potential risks related to functional changes associated to each new or revised network software or equipment?|2|||E2|12.5.1; 14.2.9|12.4.1; 10.3.2|
06A02-05|Does this review contain an analysis of the risks that may arise from these functional changes?|2|2||E2|12.5.1; 14.2.9|12.4.1; 10.3.2|
06A02-06|Has operational staff received specific formal training in risk analysis?|1|||E3|||
06A02-07|Does operational staff obtain appropriate advice when needed?|4|||E3|||
06A02-08|Are security measures, to be implemented to counter any new risks identified, subject to formal review and control before start of production?|4|||E2|14.2.9|10.3.2|
06A02-09|Are security parameters and configuration rules (removal of all generic accounts, changing of generic passwords, closure of all ports not specifically requested and authorized, access control and authentication parameters, control of routing tables etc.) detailed and kept up to date and are they reviewed before any start of production of a new version?|4|||E2|14.2.9|11.4.4; 10.3.2|
06A02-10|Are the security parameters and configuration rules controlled before any new version is installed and operated? |4|||E2|14.2.9|11.4.4; 10.3.2|
06A02-11|Is it considered the possible impact over the continuity plans due the system changes?|2|||E2|14.2.9|10.3.2|
06A02-12|Are any exemptions from the prior risk analysis and control of security parameters subject to strict procedures requiring the signature of a senior manager?|4|||R1|||
06A02-13|Is the start of production of new equipment or software only possible by operational staff?|4|2||E2|12.5.1|12.4.1; 6.1.4|
06A02-14|Is the start of production of new equipment or software only possible following a defined validation and authorization process?|2|3||E3|12.5.1|12.4.1; 6.1.4|
06A02-15|Are all the control procedures related to start of production subject to regular audit?|2|3||C1|||
06A03|Control of maintenance operations |||||||
06A03-01|Is it kept a trace of all maintenance operations?|1|||E2|11.2.4|9.2.4|
06A03-02|Are all maintenance operations required to terminate with a systematic verification of all security parameters (as defined at the start of production)?  |4|2||E2|||
06A03-03|Are all maintenance operations required to terminate with a systematic verification of security log files parameters (events to be recorded, context of events to be recorded, duration of retention, etc.)?|4|3||E3|||
06A03-04|Are all maintenance operations required to terminate with a systematic verification of administration control parameters (necessary profile, authentication type, removal of standard logins, etc.)?  |4|3||E3|||
06A03-05|Is a formal exemption, signed by a responsible manager, required if the above mentioned procedures are not observed? |4|||E3||14.2.9|
06A03-06|Is the totality of start of production (after maintenance) control procedures regularly audited?|2|3||C1||14.2.9|
06A04|Control of Remote Maintenance |||||||
06A04-01|In the case of remote maintenance, is there a secure authentication procedure of the remote maintenance center?|2|||E2||11.4.4|
