13|MEHARI_ManagementProcesses|||||||
13A|Protection of Personal Information (PPI)|||||||
13A01|Policy and instructions related to PPI|||||||
13A01-01|Is there a set of legal provisions and regulations concerning the protection of personal information (PPI)?|2|||E2|18.1.4|15.1.2|
13A01-02|Is this set updated annually?|2|||E2|18.1.4|15.1.2|
13A01-03|Is there a policy and are there directives concerning PPI?|4|||E1|18.1.4|15.1.4|
13A01-04|Has this policy been approved by the governing bodies?|2|||E2|18.1.4|15.1.4|
13A01-05|Does the policy indicate that PPI must be taken into consideration in the development of projects related to information technology?|4|||E2|18.1.4||
13A01-06|Do the PPI directives cover all legal obligations, including those related to collection, access, communication, use, preservation and destruction of such information?|4|3||E2|18.1.4||
13A01-07|Has the adequacy of the directives with respect to all the relevant laws and regulations been verified by independent audit?|4|3||E2|||
13A01-08|Has a  manager responsible for PPI been appointed?|4|||E2|||
13A01-09|Is the PPI manager known to all members of staff?|2|||E2|||
13A01-10|Does the PPI policy (or the management framework) clearly define the responsibilities of the various stakeholders: the PPI manager, Digital Information Security Manager, internal control, etc.? |4|||E1|||
13A01-11|Is there a committee related to the governing bodies that is charged with developing PPI policy and with periodically studying any related problems?|4|||E2|||
13A01-12|If such a committee exists, is it composed of the PPI manager and representatives from senior management, security, audit, IT, legal, document management, and users?|2|||E2|||
13A01-13|Is the PPI policy revised regularly?|2|3||E2|||
13A02|PPI Training and Awareness Program|||||||
13A02-01|Is there a PPI awareness and training program?|2|||E1|18.1.4||
13A02-02|Is this program approved by the PPI manager?|2|||E2|18.1.4||
13A02-03|Is this program offered to the staff who process information covered by the legal provisions related to PPI?|2|||E2|18.1.4||
13A02-04|Is this program tailored to the tasks performed?|4|||E2|18.1.4||
13A02-05|"Does this program take into account PPI issues  relating to the use of IT and telecommunications systems?
"|4|||E2|||
13A02-06|Does this program include training or awareness of the consequences of not respecting the legal  provisions relating to PPI?|4|||E2|||
13A02-07|Is the level of knowledge of members of staff concerning PPI periodically evaluated by survey or other mechanism?|4|3||E3|||
