5|MEHARI_LAN|||||||
05A|Security of the architecture of the local area network|||||||
05A01|Partitioning of the local area network into security domains |||||||
05A01-01|"Has a partitioning of the local area network been effected in order to separate what is strictly the internal network from the areas which communicate externally (DMZ)?
A DMZ, or demilitarized zone, is an exchange zone to the outside, isolated from the internal network (e.g. using a firewall)."|4|||E1|||
05A01-02|Has the local area network been partitioned into security domains, each requiring a consistent set of security rules, and into zones of confidence within which controls may be specifically adapted?|4|2||E1|13.1.3|11.4.5|
05A01-03|In particular, has any wireless network (WLAN) been considered as a distinct domain, strictly isolated from the rest of the network (by firewall or filtering router, etc.)?|4|2||E1|13.1.3|11.4.5|
05A01-04|Have these partitions been documented and is the documentation kept up to date?|2|||E2|13.1.3|11.4.5|
05A01-05|Is there a complete description of the links and communication equipment in place?|2|||E2|13.1.3|11.4.5|
05A01-06|Is each domain isolated from the others domains, by using specific security means (filtering router, firewall, etc)?|4|2||E2|13.1.3|11.4.5; 11.4.6|
05A01-07|Is the security proper to this filtering equipment subject to active maintenance and follow-up by an appropriate expert?|4|3||E3|||
05A01-08|"For each of the domains, has a strictly limited list of authorized inter-domain links, communications and protocols been defined and, by default, are all other protocols shut off (""nothing except"" policy)?"|4|2||E2||11.4.6|
05A01-09|Is there a procedure for the management of inter-domain connection requests and a group in charge of the analysis of these requests, of their authorization and the definition of filtering rules which will be put in place (firewall, service requests, protocols etc.)?|4|2||E3|||
05A01-10|Is there a group in charge of controlling the application of the defined rules and the removal of specific rights when the requirement is no longer needed or the conditions are no longer met?|4|2||E3|||
05A01-11|Are any addition to the authorized connection list for a domain and any modification of its parameters logged and audited?|4|3||C1|||
05A01-12|Is there a regular review of all authorized connections (standard and non-standard) and of their pertinence?|4|3||C1||11.4.7|
05A02|Security of the functioning of the local area network architecture|||||||
05A02-01|Has each security domain been analyzed to determine the requirements of continuity of service and, if necessary, has redundancy been incorporated into interconnection points, networking equipment and meshed links?|4|2||E2|||
05A02-02|Has a systematic analysis of potential single points of failure been carried out in order to ensure that service equipments (such as energy supply, air conditioning, etc.) do not affect the redundancy planned for network equipment or architecture? |4|2||E3|||
05A02-03|Has a control of the average and peak load been carried out for each element of the network and of the compatibility of the network and associated equipment at this load level and is this control regularly repeated?|4|2||E2|||
